"","m1","m2","sd1","sd2"
"121",-1,1,1,-3
"122",-1,3,1,-3
"123",1,3,1,-3
"124",-1,6,1,-3
"125",1,6,1,-3
"126",3,6,1,-3
"127",-1,1,1.2,-3
"128",-1,3,1.2,-3
"129",1,3,1.2,-3
"130",-1,6,1.2,-3
"131",1,6,1.2,-3
"132",3,6,1.2,-3
"133",-1,1,1.4,-3
"134",-1,3,1.4,-3
"135",1,3,1.4,-3
"136",-1,6,1.4,-3
"137",1,6,1.4,-3
"138",3,6,1.4,-3
"139",-1,1,1.6,-3
"140",-1,3,1.6,-3
"141",1,3,1.6,-3
"142",-1,6,1.6,-3
"143",1,6,1.6,-3
"144",3,6,1.6,-3
"145",-1,1,1.8,-3
"146",-1,3,1.8,-3
"147",1,3,1.8,-3
"148",-1,6,1.8,-3
"149",1,6,1.8,-3
"150",3,6,1.8,-3
"151",-1,1,2,-3
"152",-1,3,2,-3
"153",1,3,2,-3
"154",-1,6,2,-3
"155",1,6,2,-3
"156",3,6,2,-3
"157",-1,1,2.2,-3
"158",-1,3,2.2,-3
"159",1,3,2.2,-3
"160",-1,6,2.2,-3
"161",1,6,2.2,-3
"162",3,6,2.2,-3
"163",-1,1,2.4,-3
"164",-1,3,2.4,-3
"165",1,3,2.4,-3
"166",-1,6,2.4,-3
"167",1,6,2.4,-3
"168",3,6,2.4,-3
"169",-1,1,2.6,-3
"170",-1,3,2.6,-3
"171",1,3,2.6,-3
"172",-1,6,2.6,-3
"173",1,6,2.6,-3
"174",3,6,2.6,-3
"175",-1,1,2.8,-3
"176",-1,3,2.8,-3
"177",1,3,2.8,-3
"178",-1,6,2.8,-3
"179",1,6,2.8,-3
"180",3,6,2.8,-3
"181",-1,1,3,-3
"182",-1,3,3,-3
"183",1,3,3,-3
"184",-1,6,3,-3
"185",1,6,3,-3
"186",3,6,3,-3
"187",-1,1,3.2,-3
"188",-1,3,3.2,-3
"189",1,3,3.2,-3
"190",-1,6,3.2,-3
"191",1,6,3.2,-3
"192",3,6,3.2,-3
"193",-1,1,3.4,-3
"194",-1,3,3.4,-3
"195",1,3,3.4,-3
"196",-1,6,3.4,-3
"197",1,6,3.4,-3
"198",3,6,3.4,-3
"199",-1,1,3.6,-3
"200",-1,3,3.6,-3
"201",1,3,3.6,-3
"202",-1,6,3.6,-3
"203",1,6,3.6,-3
"204",3,6,3.6,-3
"205",-1,1,3.8,-3
"206",-1,3,3.8,-3
"207",1,3,3.8,-3
"208",-1,6,3.8,-3
"209",1,6,3.8,-3
"210",3,6,3.8,-3
"211",-1,1,4,-3
"212",-1,3,4,-3
"213",1,3,4,-3
"214",-1,6,4,-3
"215",1,6,4,-3
"216",3,6,4,-3
"217",-1,1,4.2,-3
"218",-1,3,4.2,-3
"219",1,3,4.2,-3
"220",-1,6,4.2,-3
"221",1,6,4.2,-3
"222",3,6,4.2,-3
"223",-1,1,4.4,-3
"224",-1,3,4.4,-3
"225",1,3,4.4,-3
"226",-1,6,4.4,-3
"227",1,6,4.4,-3
"228",3,6,4.4,-3
"229",-1,1,4.6,-3
"230",-1,3,4.6,-3
"231",1,3,4.6,-3
"232",-1,6,4.6,-3
"233",1,6,4.6,-3
"234",3,6,4.6,-3
"235",-1,1,4.8,-3
"236",-1,3,4.8,-3
"237",1,3,4.8,-3
"238",-1,6,4.8,-3
"239",1,6,4.8,-3
"240",3,6,4.8,-3
"241",-1,1,5,-3
"242",-1,3,5,-3
"243",1,3,5,-3
"244",-1,6,5,-3
"245",1,6,5,-3
"246",3,6,5,-3
"247",-1,1,5.2,-3
"248",-1,3,5.2,-3
"249",1,3,5.2,-3
"250",-1,6,5.2,-3
"251",1,6,5.2,-3
"252",3,6,5.2,-3
"253",-1,1,5.4,-3
"254",-1,3,5.4,-3
"255",1,3,5.4,-3
"256",-1,6,5.4,-3
"257",1,6,5.4,-3
"258",3,6,5.4,-3
"259",-1,1,5.6,-3
"260",-1,3,5.6,-3
"261",1,3,5.6,-3
"262",-1,6,5.6,-3
"263",1,6,5.6,-3
"264",3,6,5.6,-3
"265",-1,1,5.8,-3
"266",-1,3,5.8,-3
"267",1,3,5.8,-3
"268",-1,6,5.8,-3
"269",1,6,5.8,-3
"270",3,6,5.8,-3
"271",-1,1,6,-3
"272",-1,3,6,-3
"273",1,3,6,-3
"274",-1,6,6,-3
"275",1,6,6,-3
"276",3,6,6,-3
"277",-1,1,6.2,-3
"278",-1,3,6.2,-3
"279",1,3,6.2,-3
"280",-1,6,6.2,-3
"281",1,6,6.2,-3
"282",3,6,6.2,-3
"283",-1,1,6.4,-3
"284",-1,3,6.4,-3
"285",1,3,6.4,-3
"286",-1,6,6.4,-3
"287",1,6,6.4,-3
"288",3,6,6.4,-3
"289",-1,1,6.6,-3
"290",-1,3,6.6,-3
"291",1,3,6.6,-3
"292",-1,6,6.6,-3
"293",1,6,6.6,-3
"294",3,6,6.6,-3
"295",-1,1,6.8,-3
"296",-1,3,6.8,-3
"297",1,3,6.8,-3
"298",-1,6,6.8,-3
"299",1,6,6.8,-3
"300",3,6,6.8,-3
"301",-1,1,7,-3
"302",-1,3,7,-3
"303",1,3,7,-3
"304",-1,6,7,-3
"305",1,6,7,-3
"306",3,6,7,-3
"307",-1,1,7.2,-3
"308",-1,3,7.2,-3
"309",1,3,7.2,-3
"310",-1,6,7.2,-3
"311",1,6,7.2,-3
"312",3,6,7.2,-3
"313",-1,1,7.4,-3
"314",-1,3,7.4,-3
"315",1,3,7.4,-3
"316",-1,6,7.4,-3
"317",1,6,7.4,-3
"318",3,6,7.4,-3
"319",-1,1,7.6,-3
"320",-1,3,7.6,-3
"321",1,3,7.6,-3
"322",-1,6,7.6,-3
"323",1,6,7.6,-3
"324",3,6,7.6,-3
"325",-1,1,7.8,-3
"326",-1,3,7.8,-3
"327",1,3,7.8,-3
"328",-1,6,7.8,-3
"329",1,6,7.8,-3
"330",3,6,7.8,-3
"331",-1,1,8,-3
"332",-1,3,8,-3
"333",1,3,8,-3
"334",-1,6,8,-3
"335",1,6,8,-3
"336",3,6,8,-3
"337",-1,1,-3,-2.8
"338",-1,3,-3,-2.8
"339",1,3,-3,-2.8
"340",-1,6,-3,-2.8
"341",1,6,-3,-2.8
"342",3,6,-3,-2.8
"343",-1,1,-2.8,-2.8
"344",-1,3,-2.8,-2.8
"345",1,3,-2.8,-2.8
"346",-1,6,-2.8,-2.8
"347",1,6,-2.8,-2.8
"348",3,6,-2.8,-2.8
"349",-1,1,-2.6,-2.8
"350",-1,3,-2.6,-2.8
"351",1,3,-2.6,-2.8
"352",-1,6,-2.6,-2.8
"353",1,6,-2.6,-2.8
"354",3,6,-2.6,-2.8
"355",-1,1,-2.4,-2.8
"356",-1,3,-2.4,-2.8
"357",1,3,-2.4,-2.8
"358",-1,6,-2.4,-2.8
"359",1,6,-2.4,-2.8
"360",3,6,-2.4,-2.8
"361",-1,1,-2.2,-2.8
"362",-1,3,-2.2,-2.8
"363",1,3,-2.2,-2.8
"364",-1,6,-2.2,-2.8
"365",1,6,-2.2,-2.8
"366",3,6,-2.2,-2.8
"367",-1,1,-2,-2.8
"368",-1,3,-2,-2.8
"369",1,3,-2,-2.8
"370",-1,6,-2,-2.8
"371",1,6,-2,-2.8
"372",3,6,-2,-2.8
"373",-1,1,-1.8,-2.8
"374",-1,3,-1.8,-2.8
"375",1,3,-1.8,-2.8
"376",-1,6,-1.8,-2.8
"377",1,6,-1.8,-2.8
"378",3,6,-1.8,-2.8
"379",-1,1,-1.6,-2.8
"380",-1,3,-1.6,-2.8
"381",1,3,-1.6,-2.8
"382",-1,6,-1.6,-2.8
"383",1,6,-1.6,-2.8
"384",3,6,-1.6,-2.8
"385",-1,1,-1.4,-2.8
"386",-1,3,-1.4,-2.8
"387",1,3,-1.4,-2.8
"388",-1,6,-1.4,-2.8
"389",1,6,-1.4,-2.8
"390",3,6,-1.4,-2.8
"391",-1,1,-1.2,-2.8
"392",-1,3,-1.2,-2.8
"393",1,3,-1.2,-2.8
"394",-1,6,-1.2,-2.8
"395",1,6,-1.2,-2.8
"396",3,6,-1.2,-2.8
"397",-1,1,-1,-2.8
"398",-1,3,-1,-2.8
"399",1,3,-1,-2.8
"400",-1,6,-1,-2.8
"401",1,6,-1,-2.8
"402",3,6,-1,-2.8
"403",-1,1,-0.8,-2.8
"404",-1,3,-0.8,-2.8
"405",1,3,-0.8,-2.8
"406",-1,6,-0.8,-2.8
"407",1,6,-0.8,-2.8
"408",3,6,-0.8,-2.8
"409",-1,1,-0.6,-2.8
"410",-1,3,-0.6,-2.8
"411",1,3,-0.6,-2.8
"412",-1,6,-0.6,-2.8
"413",1,6,-0.6,-2.8
"414",3,6,-0.6,-2.8
"415",-1,1,-0.4,-2.8
"416",-1,3,-0.4,-2.8
"417",1,3,-0.4,-2.8
"418",-1,6,-0.4,-2.8
"419",1,6,-0.4,-2.8
"420",3,6,-0.4,-2.8
"421",-1,1,-0.2,-2.8
"422",-1,3,-0.2,-2.8
"423",1,3,-0.2,-2.8
"424",-1,6,-0.2,-2.8
"425",1,6,-0.2,-2.8
"426",3,6,-0.2,-2.8
"427",-1,1,0,-2.8
"428",-1,3,0,-2.8
"429",1,3,0,-2.8
"430",-1,6,0,-2.8
"431",1,6,0,-2.8
"432",3,6,0,-2.8
"433",-1,1,0.2,-2.8
"434",-1,3,0.2,-2.8
"435",1,3,0.2,-2.8
"436",-1,6,0.2,-2.8
"437",1,6,0.2,-2.8
"438",3,6,0.2,-2.8
"439",-1,1,0.4,-2.8
"440",-1,3,0.4,-2.8
"441",1,3,0.4,-2.8
"442",-1,6,0.4,-2.8
"443",1,6,0.4,-2.8
"444",3,6,0.4,-2.8
"445",-1,1,0.6,-2.8
"446",-1,3,0.6,-2.8
"447",1,3,0.6,-2.8
"448",-1,6,0.6,-2.8
"449",1,6,0.6,-2.8
"450",3,6,0.6,-2.8
"451",-1,1,0.8,-2.8
"452",-1,3,0.8,-2.8
"453",1,3,0.8,-2.8
"454",-1,6,0.8,-2.8
"455",1,6,0.8,-2.8
"456",3,6,0.8,-2.8
"457",-1,1,1,-2.8
"458",-1,3,1,-2.8
"459",1,3,1,-2.8
"460",-1,6,1,-2.8
"461",1,6,1,-2.8
"462",3,6,1,-2.8
"463",-1,1,1.2,-2.8
"464",-1,3,1.2,-2.8
"465",1,3,1.2,-2.8
"466",-1,6,1.2,-2.8
"467",1,6,1.2,-2.8
"468",3,6,1.2,-2.8
"469",-1,1,1.4,-2.8
"470",-1,3,1.4,-2.8
"471",1,3,1.4,-2.8
"472",-1,6,1.4,-2.8
"473",1,6,1.4,-2.8
"474",3,6,1.4,-2.8
"475",-1,1,1.6,-2.8
"476",-1,3,1.6,-2.8
"477",1,3,1.6,-2.8
"478",-1,6,1.6,-2.8
"479",1,6,1.6,-2.8
"480",3,6,1.6,-2.8
"481",-1,1,1.8,-2.8
"482",-1,3,1.8,-2.8
"483",1,3,1.8,-2.8
"484",-1,6,1.8,-2.8
"485",1,6,1.8,-2.8
"486",3,6,1.8,-2.8
"487",-1,1,2,-2.8
"488",-1,3,2,-2.8
"489",1,3,2,-2.8
"490",-1,6,2,-2.8
"491",1,6,2,-2.8
"492",3,6,2,-2.8
"493",-1,1,2.2,-2.8
"494",-1,3,2.2,-2.8
"495",1,3,2.2,-2.8
"496",-1,6,2.2,-2.8
"497",1,6,2.2,-2.8
"498",3,6,2.2,-2.8
"499",-1,1,2.4,-2.8
"500",-1,3,2.4,-2.8
"501",1,3,2.4,-2.8
"502",-1,6,2.4,-2.8
"503",1,6,2.4,-2.8
"504",3,6,2.4,-2.8
"505",-1,1,2.6,-2.8
"506",-1,3,2.6,-2.8
"507",1,3,2.6,-2.8
"508",-1,6,2.6,-2.8
"509",1,6,2.6,-2.8
"510",3,6,2.6,-2.8
"511",-1,1,2.8,-2.8
"512",-1,3,2.8,-2.8
"513",1,3,2.8,-2.8
"514",-1,6,2.8,-2.8
"515",1,6,2.8,-2.8
"516",3,6,2.8,-2.8
"517",-1,1,3,-2.8
"518",-1,3,3,-2.8
"519",1,3,3,-2.8
"520",-1,6,3,-2.8
"521",1,6,3,-2.8
"522",3,6,3,-2.8
"523",-1,1,3.2,-2.8
"524",-1,3,3.2,-2.8
"525",1,3,3.2,-2.8
"526",-1,6,3.2,-2.8
"527",1,6,3.2,-2.8
"528",3,6,3.2,-2.8
"529",-1,1,3.4,-2.8
"530",-1,3,3.4,-2.8
"531",1,3,3.4,-2.8
"532",-1,6,3.4,-2.8
"533",1,6,3.4,-2.8
"534",3,6,3.4,-2.8
"535",-1,1,3.6,-2.8
"536",-1,3,3.6,-2.8
"537",1,3,3.6,-2.8
"538",-1,6,3.6,-2.8
"539",1,6,3.6,-2.8
"540",3,6,3.6,-2.8
"541",-1,1,3.8,-2.8
"542",-1,3,3.8,-2.8
"543",1,3,3.8,-2.8
"544",-1,6,3.8,-2.8
"545",1,6,3.8,-2.8
"546",3,6,3.8,-2.8
"547",-1,1,4,-2.8
"548",-1,3,4,-2.8
"549",1,3,4,-2.8
"550",-1,6,4,-2.8
"551",1,6,4,-2.8
"552",3,6,4,-2.8
"553",-1,1,4.2,-2.8
"554",-1,3,4.2,-2.8
"555",1,3,4.2,-2.8
"556",-1,6,4.2,-2.8
"557",1,6,4.2,-2.8
"558",3,6,4.2,-2.8
"559",-1,1,4.4,-2.8
"560",-1,3,4.4,-2.8
"561",1,3,4.4,-2.8
"562",-1,6,4.4,-2.8
"563",1,6,4.4,-2.8
"564",3,6,4.4,-2.8
"565",-1,1,4.6,-2.8
"566",-1,3,4.6,-2.8
"567",1,3,4.6,-2.8
"568",-1,6,4.6,-2.8
"569",1,6,4.6,-2.8
"570",3,6,4.6,-2.8
"571",-1,1,4.8,-2.8
"572",-1,3,4.8,-2.8
"573",1,3,4.8,-2.8
"574",-1,6,4.8,-2.8
"575",1,6,4.8,-2.8
"576",3,6,4.8,-2.8
"577",-1,1,5,-2.8
"578",-1,3,5,-2.8
"579",1,3,5,-2.8
"580",-1,6,5,-2.8
"581",1,6,5,-2.8
"582",3,6,5,-2.8
"583",-1,1,5.2,-2.8
"584",-1,3,5.2,-2.8
"585",1,3,5.2,-2.8
"586",-1,6,5.2,-2.8
"587",1,6,5.2,-2.8
"588",3,6,5.2,-2.8
"589",-1,1,5.4,-2.8
"590",-1,3,5.4,-2.8
"591",1,3,5.4,-2.8
"592",-1,6,5.4,-2.8
"593",1,6,5.4,-2.8
"594",3,6,5.4,-2.8
"595",-1,1,5.6,-2.8
"596",-1,3,5.6,-2.8
"597",1,3,5.6,-2.8
"598",-1,6,5.6,-2.8
"599",1,6,5.6,-2.8
"600",3,6,5.6,-2.8
"601",-1,1,5.8,-2.8
"602",-1,3,5.8,-2.8
"603",1,3,5.8,-2.8
"604",-1,6,5.8,-2.8
"605",1,6,5.8,-2.8
"606",3,6,5.8,-2.8
"607",-1,1,6,-2.8
"608",-1,3,6,-2.8
"609",1,3,6,-2.8
"610",-1,6,6,-2.8
"611",1,6,6,-2.8
"612",3,6,6,-2.8
"613",-1,1,6.2,-2.8
"614",-1,3,6.2,-2.8
"615",1,3,6.2,-2.8
"616",-1,6,6.2,-2.8
"617",1,6,6.2,-2.8
"618",3,6,6.2,-2.8
"619",-1,1,6.4,-2.8
"620",-1,3,6.4,-2.8
"621",1,3,6.4,-2.8
"622",-1,6,6.4,-2.8
"623",1,6,6.4,-2.8
"624",3,6,6.4,-2.8
"625",-1,1,6.6,-2.8
"626",-1,3,6.6,-2.8
"627",1,3,6.6,-2.8
"628",-1,6,6.6,-2.8
"629",1,6,6.6,-2.8
"630",3,6,6.6,-2.8
"631",-1,1,6.8,-2.8
"632",-1,3,6.8,-2.8
"633",1,3,6.8,-2.8
"634",-1,6,6.8,-2.8
"635",1,6,6.8,-2.8
"636",3,6,6.8,-2.8
"637",-1,1,7,-2.8
"638",-1,3,7,-2.8
"639",1,3,7,-2.8
"640",-1,6,7,-2.8
"641",1,6,7,-2.8
"642",3,6,7,-2.8
"643",-1,1,7.2,-2.8
"644",-1,3,7.2,-2.8
"645",1,3,7.2,-2.8
"646",-1,6,7.2,-2.8
"647",1,6,7.2,-2.8
"648",3,6,7.2,-2.8
"649",-1,1,7.4,-2.8
"650",-1,3,7.4,-2.8
"651",1,3,7.4,-2.8
"652",-1,6,7.4,-2.8
"653",1,6,7.4,-2.8
"654",3,6,7.4,-2.8
"655",-1,1,7.6,-2.8
"656",-1,3,7.6,-2.8
"657",1,3,7.6,-2.8
"658",-1,6,7.6,-2.8
"659",1,6,7.6,-2.8
"660",3,6,7.6,-2.8
"661",-1,1,7.8,-2.8
"662",-1,3,7.8,-2.8
"663",1,3,7.8,-2.8
"664",-1,6,7.8,-2.8
"665",1,6,7.8,-2.8
"666",3,6,7.8,-2.8
"667",-1,1,8,-2.8
"668",-1,3,8,-2.8
"669",1,3,8,-2.8
"670",-1,6,8,-2.8
"671",1,6,8,-2.8
"672",3,6,8,-2.8
"673",-1,1,-3,-2.6
"674",-1,3,-3,-2.6
"675",1,3,-3,-2.6
"676",-1,6,-3,-2.6
"677",1,6,-3,-2.6
"678",3,6,-3,-2.6
"679",-1,1,-2.8,-2.6
"680",-1,3,-2.8,-2.6
"681",1,3,-2.8,-2.6
"682",-1,6,-2.8,-2.6
"683",1,6,-2.8,-2.6
"684",3,6,-2.8,-2.6
"685",-1,1,-2.6,-2.6
"686",-1,3,-2.6,-2.6
"687",1,3,-2.6,-2.6
"688",-1,6,-2.6,-2.6
"689",1,6,-2.6,-2.6
"690",3,6,-2.6,-2.6
"691",-1,1,-2.4,-2.6
"692",-1,3,-2.4,-2.6
"693",1,3,-2.4,-2.6
"694",-1,6,-2.4,-2.6
"695",1,6,-2.4,-2.6
"696",3,6,-2.4,-2.6
"697",-1,1,-2.2,-2.6
"698",-1,3,-2.2,-2.6
"699",1,3,-2.2,-2.6
"700",-1,6,-2.2,-2.6
"701",1,6,-2.2,-2.6
"702",3,6,-2.2,-2.6
"703",-1,1,-2,-2.6
"704",-1,3,-2,-2.6
"705",1,3,-2,-2.6
"706",-1,6,-2,-2.6
"707",1,6,-2,-2.6
"708",3,6,-2,-2.6
"709",-1,1,-1.8,-2.6
"710",-1,3,-1.8,-2.6
"711",1,3,-1.8,-2.6
"712",-1,6,-1.8,-2.6
"713",1,6,-1.8,-2.6
"714",3,6,-1.8,-2.6
"715",-1,1,-1.6,-2.6
"716",-1,3,-1.6,-2.6
"717",1,3,-1.6,-2.6
"718",-1,6,-1.6,-2.6
"719",1,6,-1.6,-2.6
"720",3,6,-1.6,-2.6
"721",-1,1,-1.4,-2.6
"722",-1,3,-1.4,-2.6
"723",1,3,-1.4,-2.6
"724",-1,6,-1.4,-2.6
"725",1,6,-1.4,-2.6
"726",3,6,-1.4,-2.6
"727",-1,1,-1.2,-2.6
"728",-1,3,-1.2,-2.6
"729",1,3,-1.2,-2.6
"730",-1,6,-1.2,-2.6
"731",1,6,-1.2,-2.6
"732",3,6,-1.2,-2.6
"733",-1,1,-1,-2.6
"734",-1,3,-1,-2.6
"735",1,3,-1,-2.6
"736",-1,6,-1,-2.6
"737",1,6,-1,-2.6
"738",3,6,-1,-2.6
"739",-1,1,-0.8,-2.6
"740",-1,3,-0.8,-2.6
"741",1,3,-0.8,-2.6
"742",-1,6,-0.8,-2.6
"743",1,6,-0.8,-2.6
"744",3,6,-0.8,-2.6
"745",-1,1,-0.6,-2.6
"746",-1,3,-0.6,-2.6
"747",1,3,-0.6,-2.6
"748",-1,6,-0.6,-2.6
"749",1,6,-0.6,-2.6
"750",3,6,-0.6,-2.6
"751",-1,1,-0.4,-2.6
"752",-1,3,-0.4,-2.6
"753",1,3,-0.4,-2.6
"754",-1,6,-0.4,-2.6
"755",1,6,-0.4,-2.6
"756",3,6,-0.4,-2.6
"757",-1,1,-0.2,-2.6
"758",-1,3,-0.2,-2.6
"759",1,3,-0.2,-2.6
"760",-1,6,-0.2,-2.6
"761",1,6,-0.2,-2.6
"762",3,6,-0.2,-2.6
"763",-1,1,0,-2.6
"764",-1,3,0,-2.6
"765",1,3,0,-2.6
"766",-1,6,0,-2.6
"767",1,6,0,-2.6
"768",3,6,0,-2.6
"769",-1,1,0.2,-2.6
"770",-1,3,0.2,-2.6
"771",1,3,0.2,-2.6
"772",-1,6,0.2,-2.6
"773",1,6,0.2,-2.6
"774",3,6,0.2,-2.6
"775",-1,1,0.4,-2.6
"776",-1,3,0.4,-2.6
"777",1,3,0.4,-2.6
"778",-1,6,0.4,-2.6
"779",1,6,0.4,-2.6
"780",3,6,0.4,-2.6
"781",-1,1,0.6,-2.6
"782",-1,3,0.6,-2.6
"783",1,3,0.6,-2.6
"784",-1,6,0.6,-2.6
"785",1,6,0.6,-2.6
"786",3,6,0.6,-2.6
"787",-1,1,0.8,-2.6
"788",-1,3,0.8,-2.6
"789",1,3,0.8,-2.6
"790",-1,6,0.8,-2.6
"791",1,6,0.8,-2.6
"792",3,6,0.8,-2.6
"793",-1,1,1,-2.6
"794",-1,3,1,-2.6
"795",1,3,1,-2.6
"796",-1,6,1,-2.6
"797",1,6,1,-2.6
"798",3,6,1,-2.6
"799",-1,1,1.2,-2.6
"800",-1,3,1.2,-2.6
"801",1,3,1.2,-2.6
"802",-1,6,1.2,-2.6
"803",1,6,1.2,-2.6
"804",3,6,1.2,-2.6
"805",-1,1,1.4,-2.6
"806",-1,3,1.4,-2.6
"807",1,3,1.4,-2.6
"808",-1,6,1.4,-2.6
"809",1,6,1.4,-2.6
"810",3,6,1.4,-2.6
"811",-1,1,1.6,-2.6
"812",-1,3,1.6,-2.6
"813",1,3,1.6,-2.6
"814",-1,6,1.6,-2.6
"815",1,6,1.6,-2.6
"816",3,6,1.6,-2.6
"817",-1,1,1.8,-2.6
"818",-1,3,1.8,-2.6
"819",1,3,1.8,-2.6
"820",-1,6,1.8,-2.6
"821",1,6,1.8,-2.6
"822",3,6,1.8,-2.6
"823",-1,1,2,-2.6
"824",-1,3,2,-2.6
"825",1,3,2,-2.6
"826",-1,6,2,-2.6
"827",1,6,2,-2.6
"828",3,6,2,-2.6
"829",-1,1,2.2,-2.6
"830",-1,3,2.2,-2.6
"831",1,3,2.2,-2.6
"832",-1,6,2.2,-2.6
"833",1,6,2.2,-2.6
"834",3,6,2.2,-2.6
"835",-1,1,2.4,-2.6
"836",-1,3,2.4,-2.6
"837",1,3,2.4,-2.6
"838",-1,6,2.4,-2.6
"839",1,6,2.4,-2.6
"840",3,6,2.4,-2.6
"841",-1,1,2.6,-2.6
"842",-1,3,2.6,-2.6
"843",1,3,2.6,-2.6
"844",-1,6,2.6,-2.6
"845",1,6,2.6,-2.6
"846",3,6,2.6,-2.6
"847",-1,1,2.8,-2.6
"848",-1,3,2.8,-2.6
"849",1,3,2.8,-2.6
"850",-1,6,2.8,-2.6
"851",1,6,2.8,-2.6
"852",3,6,2.8,-2.6
"853",-1,1,3,-2.6
"854",-1,3,3,-2.6
"855",1,3,3,-2.6
"856",-1,6,3,-2.6
"857",1,6,3,-2.6
"858",3,6,3,-2.6
"859",-1,1,3.2,-2.6
"860",-1,3,3.2,-2.6
"861",1,3,3.2,-2.6
"862",-1,6,3.2,-2.6
"863",1,6,3.2,-2.6
"864",3,6,3.2,-2.6
"865",-1,1,3.4,-2.6
"866",-1,3,3.4,-2.6
"867",1,3,3.4,-2.6
"868",-1,6,3.4,-2.6
"869",1,6,3.4,-2.6
"870",3,6,3.4,-2.6
"871",-1,1,3.6,-2.6
"872",-1,3,3.6,-2.6
"873",1,3,3.6,-2.6
"874",-1,6,3.6,-2.6
"875",1,6,3.6,-2.6
"876",3,6,3.6,-2.6
"877",-1,1,3.8,-2.6
"878",-1,3,3.8,-2.6
"879",1,3,3.8,-2.6
"880",-1,6,3.8,-2.6
"881",1,6,3.8,-2.6
"882",3,6,3.8,-2.6
"883",-1,1,4,-2.6
"884",-1,3,4,-2.6
"885",1,3,4,-2.6
"886",-1,6,4,-2.6
"887",1,6,4,-2.6
"888",3,6,4,-2.6
"889",-1,1,4.2,-2.6
"890",-1,3,4.2,-2.6
"891",1,3,4.2,-2.6
"892",-1,6,4.2,-2.6
"893",1,6,4.2,-2.6
"894",3,6,4.2,-2.6
